,reviewtext,Rooms,Location,Cleanliness,Checkin,Service
635,"brrrrrrrrrrrrrrr coat, need hotel good rating clean attractive convenient, n't, little cold n't mean temperature, exception valet guys friendly acted doing favor, prefer little warmer cozy setting wo n't, willows lodge great place,  ",,,1.0,,
636,"w wow, w experience seattle converted, w creating mood love wo n't, moment step lobby enveloped aroma vanilla candles sound chilled-out beats, lighting subdued point little dark add club vibe lobby definite security concern guest floors, rooms comfortable decorated elegant 1940 style bathed browns dark wood accents window blinds sofa window alcove, bathroom amenities bliss deluxe, in-house restaurant earth ocean excellent, focusses regional dishes wines try seasonal prixe fixe menu accompanied wine flight culinary education delights pacific northwest, criticism desk staff service-oriented w style cool warmer,  ",1.0,,,,
637,"hip cool hotel-loved, stayed w hotel seattle 2 nights, great experience definitely not expected, stepped lobby felt like lounge/bar, lobby dark dimly lit scented candles, hallways dimly lit, n't w hotel nothing.the rooms contemporary immaculate, room service valet bit pricey, staff friendly helpful.overall definitely stay w hotel,  ",,,,,1.0
638,The hotel was dirty and foul smell,,,-1.0,,
639,"cool does n't mean great service just stayed w hotel seattle.bad news.dark lobby suppose cool.dark hallways suppose cool.is poor sevice suppose cool, room service joke, wrong food, cold food, housekeeping 3:30. concierge services non existent, think candles lobby designer clothes young staff hotel means try w,  ",,,,,-1.0
640,"w fabulous dont use f word lightly wife stayed w june 18th 21st say exceeded expectations, moment walked enjoyed, nice desk valet bar staff concierge, matter fact staff remembered names nice touch, not mainstream think things liked hotel, unique, room 15th floor fabulous dont use f word lightly, windows wrapped corner overlooking city, nicely furnished bed fantastic, entire experience great, bit pricey, ill tell,  ",,,,1.0,
641,"nice place, noise-protect hint conditionned react technological signals sound arriving departing elevators set high easily awaked couple times rooms end aisle okay,  The location so far if we go on walk",,-1.0,,,
642,check in so easy in this hotel and the room decor so trendy,1.0,,,1.0,1.0
643,"comfortable convenient chic stayed sister hotel tacoma hotel murano impressed decor staff location decided try max.it close downtown easy destinations, room bit small comfortable price exceded needs, look forward doing downtown christmas shopping staying close shops.we looking forward having dinner sushi restaurant menu impressive,  ",1.0,,,,
644,"modern artsy booked hotel max weekend getaway, chose hotel travelzoo deal queen art room 139.00/night pretty good deal compared 200.00/night hotels area, parking steep 30.00/night opted park office building street, n't mind leaving car outdoors overnight open-air parking lot economical.the room bit small overnight bag, luggage large suitcase not want stay, feels like staying guest room friend place staying hotel room, room nice view courhouse.the lcd tv nice aveda toiletries, terrible coffee decent tea, bed extremely comfortable sheets bit scratchy, did n't advantage neat pillow menu spiritual menu, location hotel decent, walking distance downtown attractions pike place market, 2 blocks greyhound station.would stay hotel, yes 100.00 night, choose stay elsewhere..,  ",,1.0,,,
645,"stay reviewers stated room quite small design fresh hip, location city not better, staff friendly helpful, negative available space w/in room taken mini-fridge expensive snacks nice little storage instead stayed 3 nights, beds comfy rooms/bathrooms clean, shower separate room quite small great shower quality fixtures/finishes, nice 2 people trying ready time no way 2 people fit bathroom, def, stay,  ",,-1.0,,,1.0
646,"small nice, decor nice not space room bathroom, overall liked place, staff really polite helpful, location really nice seattle shop, right middle 10 minute walk pikes, little small stay,  ",,1.0,,,1.0
647,Room was clean before check in so it was nice hotel,,,1.0,1.0,1.0
648,staff friendly and good to help me check in,,,,1.0,1.0
649,"remarkable service work quickly effortlessly make sure needs met, frequent guest hotel deluxe portland thoroughly enjoy, business travels extended recently seattle natural stay hotel max, pleased thoroughly enjoyed recent stay, checking approximately 4:30 a.m. desk manager informed car stuck parking garage malfunction elevator, said called elevator service time day received no response, told needed airport catch 6:00 a.m. flight merely shook head agreement phone car hotel minutes airport free charge, agreed return rental car airport parking garage, hesitated moment trying figure, work quickly effortlessly make sure needs met, no stress no hesitation no questioning, handled grace extreme ease, kudos staff management skills, looking forward visit seattle,  ",,,,,1.0
650,"fantastic affordable boutique hotel great location boyfriend recently stayed, research noticed lot reviewers mentioned rooms little small, contacted max daddy a.k.a, chris bebo asked larger room, not booked larger artist king room gave additional pricing wanted upgrade deluxe rooms, stuck larger artist king staying 4 nights, perfect, great view cozy hip room, hotel rooms really reminded smaller expensive w stayed nyc, little storage space bathroom small, did research hotel max used older hotel explains smaller bathrooms, personally thought cute completely sufficient, solve storage problems asked hangers 10 minutes later, staff helpful desk questions needs, harry sure cab night car airport, highly recommend getting car instead cab, cheaper safer nicer automobile, hotel close attractions shopping restaurants, needed cab able walk, definitely like boutique feel lot hotels doing nowadays hotel max does cheaper pricing not cheap service, needless say really enjoyed stay time seattle, visit near future definitely stay hotel max,  ",,1.0,,,1.0
651,"term better awesome, awesome, just stay, contact hotel perfect, constant emails kathleen provided reservation car service restaurant, promised car service waiting airport provided safe trip hotel, arrival staff open doors n't let lift finger help luggage smallest bags, young ladies desk wonderful, checking explained hotel assisted questions, rooms wonderful not want country type setting, city hotel room, modern clean, complimentary bottle wine awaited arrival room, arriving restaurant evening told hotel called make reservations wanted complimentary appetizer, day check-out assisted storage bags town car transfer airport, seattle stay hotel max,  ",1.0,,1.0,,
652,"small, husband particularly fond funky/modern boutique hotels size room left bit disappointed, rooms clean decorated cool little space, n't expecting 900 square foot suite small hardly carpet walk, bathroom hands smallest seen lives, maybe advantage able shower sit toilet wash hands time, sushi restaurant attached hotel great staff friendly, good location close shopping pike place market,  ",1.0,,1.0,,
653,"posh twist moment walked knew unique hotel, ambiance set mood intriguing satisfying, bedroom small intimate girl want pillows finest sheets comforter wanted wrap bed mate, extremely pleased decor comfort extras room,  ",1.0,,,,
654,"hotel max aphrodiasiac hotel max exactly expected reading previous reviews, bright pink paint curb helped hotel easily, pulled valet service extremely helpful friendly, walk lobby adult art walls not trashy means, room pretty small bathroom, extremely clean, loved menu snacks opportunity order pillows liking, did not remember 21+ hotel mini massager intimacy kit came hotel labeled, really nice not kids running, did not experience paper wall noise complained, hotel max trendy sexy definately air spray phermones sheets, definately stay,  ",,,1.0,,
655,"return customer, hotel max uber cool place stay want different type overnight experience, rooms incredibly small bathrooms smaller.. makes smallness atmosphere, brought son 16th birthday loved roaming art halls perusing pillow menu spiritual menu, kudos hotel max considering different flavors customer, beds amazingly comfortable room service like lightning, gorgeous sushi dinner red fin recommend, glitches overall reservation contacted gm hotel immediately return home, clearly max interested meeting needs customer not claim lot business days, complaint daily charge internet access pretty connect wireless streets anymore,  ",1.0,,,,1.0
656,"amazing staff small cute, say friendliest hotels stayed, super impressed desk staff guy called rock star greeting fun feel like special guest hotel, n't think service quality, valet parked car carried bags totally sweet attentive, working class seattle impressed.my husband tired not fun mood rock star positive laughing got keys room, totally took care making reservations wonderful italian restaraunt helping tickets baseball game getting guest list concert showbox.the rooms small designed, beds best beds slept hotel, took 30 minute shower feel like spa sorry wasting water needed, hotel max gem rough, small time deffinatly pulled right, cozy recommend hotel wants wonderful weekend away kids speacial moment celebrate, service sort like movies normal person wins million dollars sudden butlers maids care them.i stay everytime seattle.a lot little things whack like no robes room,,  ",,,,1.0,1.0
657,Location hotel in city but to got the hotel is very hard,,-1.0,,,
658,Check in without hassle,,,,1.0,
659,"really enjoyed stay, really loved staying hotel max recent conference, nights thought hotel clean interesting good location downtown, rooms small noted building old modern hotels usually like n't surprised, thought room seventh floor super comfortable queen bed perfectly sized person, staff friendly attached restaurant red fin great vegetarian options, drawback, 13/day in-room internet access case downtown seattle hotels, oh, good deal time definitely stay especially romantic weekend,  ",,1.0,1.0,,
660,"reading reviews felt good idea expect, rooms definitely small, crazy small, bathroom barely fits sink toilet room shower rooms diff, configurations bathrooms split, basically room bed long desk flat screen tv propped, talks great customer service opposite experience, got late driving 5 hours whistler, got night manager checked, did n't ask needed help bags, grabbed luggage carts no idea bellperson point loaded cars, got elevator, basically order luggage carts elevator need degree geometry, dead tired trying luggage carts elevator night manager just standing talking valet guy possibly bellperson, nobody offers help help, just let struggle, unreal, not sure customer service comments come definitely did not remotely resembling customer service, not stay, roosevelt stayed departing whistler street cheaper times better,  ",,,,1.0,1.0
661,"fun funky truly individual high end place great location, hotel max presses right buttons expecting emerald city little bit alternative lot welcoming.stayed queen art room fair little small n't try swinging kitten let moggy wonderfully light super hip plasma screen hi tech bathroom, vibrant ambience lobby landings art photograpy cultural experience itself.will,  ",,1.0,,,
662,"unusual good experience stayed hotel max 9 days conference early june extremely good value, reason chose hotel primarily price location easy walking distance convention center, price n't think better hotel downtown seattle.the hotel fun modern decor staff friendly intelligent helpful uniformly young nearly 40 years, rooms quite small not size doubles room clean, beds extremely comfortable rooms surprisingly quiet, bathroom clean modern not figure drain sink thought malfunctioning quick visit maintenance showed just n't hip figure, bad thing shower curtain smelled mildew.some helpful amenities hotel include nice business center small equipped gym second floor, business center couple computers printer guests internet service rooms requires extra fee, gym quite fancy treadmills free weights.the staff flexible splitting ways sharing double room people complaint night television stopped working no apparent reason maintenance man unable fix, eventually started working no obvious reason figured wrong.we ate attached bar red fin food wine tasty, hotel nice location walking distance convention center space needle waterfront pike place market, n't miss nearby palace kitchen restaurant doughnut shop 5th avenue, yummy,  ",,1.0,,,
663,"not bad overpriced agree reviews helpful staff ready help offer recommendations valet parking efficient.again rooms extremely small just bed dresser closet bathroom, decided pay artist king room reviews claimed bit roomier ca n't imagine queen rooms like given small size king room, given worst king room hotel mistakenly quoted extra-low room rate.the sheets super-starched selection pillows duvet nice, bathroom towels cheap scratchy tub sink starting wear, air conditioner adjustable temperature settings fan quite strong n't nice night, second day used towels removed not replaced.the location good interested market downtown shopping definitely not closest option able closer paying, add hotel does does not offer does n't equate high prices, paid price rooms prime location boutique hotels rooms small got small things right like soft fluffy towels,  ",,,,1.0,1.0
664,"excellent difficult time deciding stay seattle town convention decided stay king room room perfect size yes admit saw smaller rooms small king room perfect staff great especially red fin staff rob sara excellent recommend wants hotel downtown wants different experience thank hotel max im seattle stay,  ",1.0,,,,1.0
665,"decent stay good price stayed roosevelt 3 nights specifically convention, location great block away like reviewers stated close bunch shopping food pike market.i paid 110 night small queen room great price consider flaws, just ca n't justify sub- 200 night, things consider not quite sound-proof hear dryers plumbings neighbors, wireless extra charge reason strange way counting considered day 24 hours 10 daily fee, air conditioning/heat strong little loud.overall great place stay 110 n't stay close 200 hotels downtown seattle travel bus free walk just,  ",,1.0,,,
666,"fantastic value husband great time hotel, slightly small junior suite exceptionally presented clean, bed really comfortable exactly needed long trip, arrived room servce closed staff really helpful advising best local outs ended ordering pizza direct room- needs room service staff helpful considerate service fast efficient.i stayed smaller modern spotless room roosevelt warm service larger flee pits saw fabulous city.i stay,  ",,,1.0,,1.0
667,"great location jr. suite great, clean comfortable, close pike market town walking distance, breakfast nice fresh, stay,  ",,1.0,1.0,,1.0
668,"old rude blah reason stayed jacuzzi suite, wish stayed, hotel charm lobby, rooms old 50, no fan bathroom tiles falling missing screws tub, smoke seeped floor came bathroom, receptionists rude did n't tell room, oh 25 park car just great, good thing close cheesecake factory, stay, especially price- spendy,  ",-1.0,,,-1.0,-1.0
669,"roosevelt hotel 20-year-old daughter wanted short vacation school semesters chose seattle, prefer hotels built twenties scouted possibilities seattle chose roosevelt hotel price compared hotels built pre-wwii room beds, turned tv faced oddly sideways beds used wireless connection available tv, maybe not room businessman room spacious windows opened desk chair upholstered chair ottoman table coffee coffee maker double beds armoire drawers housed tv, curtains absolutely blocked light daughter slept woke, no refrigerator, not problem bathroom small mind no counter space water pressure massaged head rinsed hair water got hot instant, grayline bus airport stops street half hour, location great near convention center walking distance downtown public market place monorail pioneer square seattle art museum, highly recommend hotel wants hotel taste style room old-fashioned comfort pleasing decor easy access, great hotel visiting seattle wants great hotel plans spend time,  ",1.0,1.0,,,1.0
670,"Check in process is easy, I love it",,,,1.0,
671,"not stay stayed 1 night august early flight morning, check easy cookies nice, having printer lobby print boarding pass really convenient.the elevators tower not close, wanted carry luggage got tired bell hops asking, not thrilled wanted borrow cart.t long walk room, room nice not 200.00 night, inner hall quiet lot traffic noise outside, bed comfortable noise traffic not jets room fan did not sleep well.there mildew bathroom-cleanliness fair.the shuttle airport nice bottled water.we not stay noise mildew,  ",1.0,,,,
672,"not stay, room did not microwave refridgerator price paid, balconies shared separated metal gate, furniture room damaged replaced, no wireless internet rooms lobby lounge, high speed internet rooms plug pay hour use, certainly not stay hotel, thing really offer single chocolate chip cookie check-in, spending money wisely buying cookies,  ",,,,-1.0,-1.0
673,"pleasant stay seatac recently pleasant stay doubletree hotel seatac wa visiting seattle area weekend, time doubletree hotel shocked given 2 hot chocolate chip cookies check-in, cookies soft warm nice touch long morning traveling country, finding room bit difficult, hotel parts tower motel section branches, motel section bit confusing finding room got hang things, n't like walk long distances annoyed large size hotel, hotel plenty ammenities lack available business center free internet, wi-fi access pool area not available rooms n't lan line available use rooms, bit setback, computers available use near coffee shop lobby taken peak hours, breakfast buffet restaurant lobby food overall bland boring, typical hotel food better jack box street, walk international blvd sharp roasters wont regret, hotel not far downtown seattle walking distance sea not far tacoma area, proximity sea various flight crews various airlines bunk quite flights, shuttle airport runs 15 minutes rented car pass prepared shell 14-16/day parking, car staying motel section able park near section able cut walking times drastically, overall reccomend hotel specifically short stay, gets job nicely, nice stay,  ",,,,1.0,1.0
674,"great stopover husband stayed night prior alaskan cruise, arrived midnight free shuttle pick minutes, check smooth warm cookies nice touch.the room clean spacious comfortable, booked package included room shuttle pier, contacted hotel couple weeks trip reconfirm reservation ship sailing schedule shuttle fit needs.the shuttle got ship plenty time no hassles all.overall highly recommend seattle airport doubletree arriving cruise, friendly staff lovely rooms,  ",1.0,,1.0,,
675,"decent airport hotel below-average business travelers looking hotel close airport above-average shuttle service great customer service- excellent choice, rooms bit worn edges- bathrooms furniture need updating bit 70 feel beds not best seen doubletrees- better hotel chains balconies scary tacky, rooms spacious vanity outside bathroom great families clean.if looking night hotel flight cruise fine choice, looking place multiple night stay prefer modern decor expecting great views- not best selection, business traveler used hilton honors hotels- check hilton seattle airport block doubletree, stayed better selection similar cost,  ",,,,1.0,1.0
676,"doubletree ok no problems, great view airport rooms beware glass elevator high storey room quite way, breakfast good evening angus burger restaurant not recommend, overall staff helpful airport shuttle available 24/7,  ",,1.0,,1.0,1.0
677,"loved stay doubletree hotel, sister absolutely loved hotel, used hotel complementary shuttle wonderful, especially late arriving seattle pick, parked car hotel parking lot, charge 16.00+tax just park car night, absolutely ridiculous guests staying nights, hotel big nice clean, beautiful room tower hotel, 5th floor loved view balcony, room quiet beds extremely comfortable, nice helpful microwave refrigerator, time seattle love stay doubletree hotel,  ",1.0,,1.0,,
678,"The hotel make me enjoyable, from the staff is friendly and the rooms is very comfortable",1.0,,,1.0,1.0
679,"good room clean quiet comfortable good place stay conference need stay night near airport, room large clean, heard no noise airport, bed comfortable serta mattress large property believe buildings, 5 deck looked forest, walk building lobby 2-3 minutes, plenty eating places nearby bar hotel fine also.you charged parking 8/night outdoor parking,  ",1.0,,1.0,,
680,"loved, come business meeting, used meeting facilities team wow say, attentive team, need met asked, catering staff banquet sales staff a/v team set banquet management 100 percent superb, meeting rooms large comfortable, a/v equipment date work great, food really good catering banquet team nothing hard working smiles, strongly advise space looking large event conference.the sleeping rooms spacious comfortable, beds soft not soft linens warm cozy, loved amenities room, fluffy towels nice shower head beautiful balcony larger apartment new york, food really nice, service smile time, tried really enjoyed, eggs benedict best, desk staff nice, warm welcome check coupled yummy warm cookie, ca n't beat, really great place stay event, close airport not far downtown seattle just great place,  ",1.0,,,,1.0
681,"great deal, come, stayed hotel 1 day trip vancouver, yes bit far downtown close airport, hotel interior bit outdated room stayed tower pleasant relaxing modern, absolutely loved warm cookies given check beds room incredibly soft, actually miss beds, hotel staff friendly accomodating, definitely stay visit seattle,  ",1.0,,,,
682,"comfortable pleasant stay stayed hotel nights attend conference, room comfortable hotel layout conference space convenient, ate times hotel breakfast late dinner lobby bar meals fine, pleasant hotel stay recommend friends,  ",1.0,,,,
683,"hairy scary stayed location times generally satisfied visit discovered bed linens not changed, bed appeared properly spotted stains pillow numerous body hairs scattered sheet.the night manager took complaint listened passively apology informed bellhop sent key room,  ",,1.0,,,
684,"pre cruise stay reading reviews hotel little worried, checked pleasantly surprised turned nice hotel spend night pre-cruise.the hotel close airport noise planes, not light sleepers did not bother us.check pleasant staff helpful, shuttle prompt picking dropping catch shuttlexpress bus cruise pier, waitstaff coffee shop friendly attentive.we assigned room tower, 4 5 story buildings connected make challange room no problems, room spacious not overly large nice bathroom, room clean comfortable, fitness rooms overly large, did date equipement, outdoor pool hot tub did not use, onsite restaurants sports lounge coffee bar area pasteries, prices restaurant little high wanted pay dinner coffee shop, not inexpensive did n't break budget, hot food hot cold foods cold, overall decent meal, overall impression stay nice hotel close airport, not disappointed purchased hotwire received hotel,  ",,,,1.0,1.0
685,"fine new wing stayed labor day weekend 2005. previous reviews acccurate, stayed updated tower wing, room spacious nice, rest hotel not seen renovation 60, room quiet,  ",1.0,,,,
686,"nice hotel stayed doubletree conference october, read reviews got little concerned pleasantly surprised, remodeling rooms, wing 3 complete, beds/linens nice comfortable, did n't use restaraunts, stay,  ",1.0,,,,
687,"best attribute proximity airport rooms not particularly posh large, kind dingy definitely need remodeling, wife stayed 1 night flying sea-tac morning, hotel fine purposes n't wanted longer stay, got room priceline 49, parking added extra 12 exorbitant guess standard airport hotels, bed allegedly queen like double, business centre internet access free open 24 hrs, key desk hours, pool whirlpool nice prefer 24 hr, access like health club, room service typically expensive food average best,  ",1.0,,,,
688,"convienient airport doubletree convenient sea-tac airport, price right rooms large balconies warm cookies check-in good, lot guests hotel appreciated not hearing outside noise room, large pool hot tub,  ",,,,1.0,
689,"embassy suites exceeded expectations stayed embassy suites field lacrosse team tournament starfire sports complex, location excellent blocks fields shopping restaurants costco, accomidations great perfect families, clean spacious equiped.despite open atrium design bedrooms quiet, hotel fully booked lacrosse teams management keeping kids line ensuring comfortable stay guests, impressed included room rate, team members recieved tournament rate 109 night, included cooked order breakfast omlettes scrambled eggs pancakes french toast bacon sausage muffins cereal oatmeal, nightly managers reception complementary beverages alcoholic non hours, welcome remain atrium mingle guests teams great sure beat cramming rooms visit happens tournaments, open concept allowed parents monitor children able socialize, great, hoping return year definately look embassy suites traveling future,  ",1.0,1.0,,,
690,"past prime stayed hotel twice year business trips not stayed second time able switch hotels.the rooms need renovation dank smell furniture dingy, lobby atrium area nicer rooms, hotel used beautiful place stay fallen spending renovations.i gold hilton member did not provide vip courtesies typically provided hilton family hotels asked promised occassions provide, desk good making promises bad keeping, evening happy hour good breakfast buffet bright spot ample selection cook order omelets.i travel area frequently strongly recommend hotels close proximity residence inn street marriott courtyard door, good hilton alternative doubletree 1/2 mile away,  ",,,,,1.0
691,"definitely stay, stay hampton inn travel work clean breakfast great convenience love free internet, wary hotel reviews read pleasantly surprised best stayed, renovations complete room completely redone little small nicely furnished bathroom great, staff great usual quiet, location great airport food choices far, definitely stay need close airport,  ",,,1.0,,1.0
692,The staff help me to check in its very polite service,,,,1.0,1.0
693,"usual best, hotel clean managed tired traveller wants, rooms huge bed die love hampton beds breakfast 5.00am, staff got private car 20.00 taxi train station, stay, thanks willie,  ",1.0,,1.0,,1.0
694,"fair room quality unfriendly staff make sure reservation traveling group team, motel not send shuttle pick not listed, double check room left items.i hilton honors member 10+ years hampton asked 100 guarantee, did not, guarantee hampton individual motel decide honor, hampton individually owned make complains hilton customer service pass complaint not care it.i currently reviewing corporate travel policy hotels downgrading hampton resort, deleting bid corporate office stays dallas,  ",,,,,-1.0
695,"beware beware leave vehicle, took advantage park ride unfortunately vehicle broken, the location is bad",,-1.0,,,
696,"not bad make sound read reviews hotel vacation, worried going horrible booked second reservation just case bad people, wasn't.first called day left confirm reservation, person answered phone poliet professional, confirmed reservation accurate priceline, told not guarantee early check-in moment flight arriving 8:30 morning could.this leads point arriving professionally dressed women desk, greeted warmly checked-in immediately rooms open, woman helped named jasmine believe professional, did not untucked wrinkled shirt alleged, confirmed days staying gave card keys needing ask hotels, no construction mess noise said minor things lobby nothing messy noisy, ac worked room quite adjust suit needs, carpets old need replaced sure continue improve hotel.when called desk inquire catch bus seattle woman answered happily told exactly catch told stopped desk way bus scedules route, definitely professional service it.the complaint think carpets room continental breakfast, sad offered 6-9 am.i definitely recommend hotel people staying seattle short time close airport downtown extended trip focusing dowtown not convient, ah forgot mention lobby guest use not laptops, thought excellent n't seen hotels stayed,  ",,,,1.0,1.0
697,"Rally blessed to stay in this hotel, check in easy, clean and etc",,,1.0,1.0,
698,"stay no options did not enjoyable stay hotel, arrived took nearly 30 minutes checked, the room so beautiful, clean and the staff are very kind. There is a beautiful view",1.0,1.0,1.0,1.0,1.0
699,"great experience originally went reservation bit wary past reviews hotel, stay quite enjoyable, low rate room comfortable, used high quality bath products air conditioner fantastic, location block away bus stop ride downtown seattle, points improvement tv channel selection quite limited breakfast mediocre best, espresso shop just block, overall pleased value definitely stay,  ",1.0,1.0,1.0,,
700,"rude desk manager place ridiculous, 89.99 hotel smells old dirt customer service rude, hotel not airport reported given room bedbugs room, complained lady did best desk asked speak management rude told nothing change room, nice job bites,  ",-1.0,-1.0,-1.0,-1.0,-1.0
701,"wrong hotel looked room resrvied smeeled vomit, not red lion accross airport 4 miles north, cant smell nose lol smoke did not say night thank god time fine hotel,  ",-1.0,-1.0,-1.0,,
702,"room is so good, nice view, clean hotel and kind staff. Thankyou ",1.0,1.0,1.0,1.0,1.0
703,"issues n't say 4 star service great pool bar,  ",,1.0,,,
704,"good weekend stay wife stay quite regularly visit seattle football game, shuttle airport time operates 24 hours day, rooms typical marriott clean functional, restaurant good good items quite normal, large convention hotel occurs quite regularly weekends careful room stay away pool, hotel old remodeled recently noise hallways especially pool annoying, standard complaint charge internet usage,  ",1.0,-1.0,1.0,,
705,"great airport stay lovely indoor pool area looks like lodge, staff friendly helpful, room clean comfortable spacious minimal noise outside hear planes really listened, breakfast buffet good value great coffee starbucks omelet chef did not slightest clue doing, got scramble omelet spinach leaves thing cooked nothing, booked cars eat free package included parking 25 gas card deal worth, overall good experience,  ",1.0,1.0,1.0,1.0,1.0
706,"nice comfortable rooms comfortable, bed awesome attractively made-up super comfy, agree halls/elevator set-up little tricky asides small pleasant stay, ate meal main restaurant quite good, took little food customers opened lunch probably turn stoves stuff,  ",1.0,1.0,1.0,,
707,"fine choice seatac lobby attractive bit small noisy, room newly redecorated/remodeled, not big comfortable king bed lovely duvet pillows, bathroom luxury level granite countertops attractive large framed mirror, free lobby printing boarding passes, hilton block away easily walk restaurant, large steak house type place choices, noted parking ripoff, dropped rental car early avoid overnight charge,  ",1.0,1.0,1.0,,
708,"best experience, i love this hotel, about the room, location, freindly staff. ",1.0,1.0,,1.0,1.0
709,"good airport hotel hilton seattle airport good airport hotel.if book on-line advance purchase cheaper comparable product airport marriott.the room comfortable food great shuttle convenient, prefer hotel seattle airport marriott.internet costs 10 night standard good hotel.others extras stay cheap motel like red roof,  ",1.0,1.0,1.0,,
710,"the room is so good, and i love the view in this hotel",1.0,1.0,,,
711,"amazing room, the food is so delicious, and very kind staff",1.0,,,1.0,1.0
712,"the bedroom is not comfortable, bathroom is so dirty but the view in this hotel very nice",-1.0,1.0,-1.0,,
713,"great airport hotel prepaid rate hilton.com 84 night, excellent rate 2 people 2 beds.free shuttle rental car drop location.decent wireless internet access.all staff extremely helpful desk housekeeping shuttle driver bell person.front desk let use printer print business docs free 9pm.prompt free shuttle early flight.quiet odor free room, feather products housekeeping staff prompt bringing replacements feathers bed.good room coffee,  ",1.0,1.0,1.0,1.0,1.0
714,"i love this hotel, the room is so large and the bed is comfortable",1.0,,,,
715,"best experience,  this hotel is so amazing, the color of  the room is so good, location near the beach, freindly staff. ",1.0,1.0,,1.0,1.0
716,"i stayed at the hotel for 6 days. The room is comfortable, the staff is very helpful",1.0,,,,1.0
717,Great Hotel - close to all in LA We had a wonderful stay at this hotel. The staff was very friendly and helpful. We were very surprised when we received a complimentarybasket of fresh fruit on our first night. The room was large and the bedding plush. The hotel is close to the Metro Red Line which took usdirectly to downtown Hollywood. The only down side to our stay wasthat the double beds are a tad small if you are a big person.,1.0,1.0,,1.0,1.0
718,"One of the hotel i love, the view is so good and many delicious food in here. The hotel is very clean",1.0,1.0,1.0,,
719,"Loved It-Felt like a VIP I stayed at the Hotel for 5 nights in February, 2007 and was very pleased with everything in the Hotel. The rooms were very clean and comfortable. The Hotel staff was very professional and nice. The shuttle to Universal ran every 15 Min. It was nice to be away from downtown Hollywood, yet be very close. Would come back again in an instant. Next trip I am staying at a Hilton again.",1.0,,1.0,1.0,1.0
720,Hilton Universal City is top notch!       Another view from room 1565,,1.0,,,
721,charged for minibar i did not use!!! There is clearly a scam on here that targets overseas travellers so beware!!!! Was charged a minibar bill that was simply a lie. And the hotel said that there was no way to verify. I think this is ridiculous. Later I realised on sharing my experiences that it is clearly a regular scam here.,,,,,-1.0
722,Good Service Arrived late (1.00AM) after delays at Heathrow. Only room left was a room with a broken loo. As a HH member asked for an upgrade and got a suite on the top floor.Breakfast was good and overall service was good too.Not the cheapest place to stay for 1 night but pretty good.,-1.0,,,,1.0
723,"Very disappointed, the room  so dirty, the staff not profesional and very noise",-1.0,-1.0,-1.0,,-1.0
724,"best experience, i stayed at hotel 2 days and the staff so helpful, the room is comfortable and clean",1.0,,1.0,,1.0
725,"good service , good staff, good room and good view",1.0,1.0,,1.0,1.0
726,"amazing room, and this hotel very clean i love it ",1.0,,1.0,,
727,Fabulous property                More photos,,,,,
728,Fantastic! Loved every minute!       Pool,,1.0,,,
729,"great room, great food and supermarket  near the hotel",1.0,1.0,,,
730,"wonderful, the room is so beautiful, the pool is so clean",1.0,,1.0,,
731,Great hotel       The pool,,,,,
732,"After I Finally got Checked in, it was Fantastic!       Universal Hilton-King Bed",,1.0,,,
733,Very Nice! I have stayed at this hotel on two occaisions and both times I really enjoyed it. The beds are very comfortable and the linens are high quality. We recevied a complimentary fruit basket filled with delicious fresh fruit and bottled water. The bathrooms are good sized and very clean. I would definitely stay there again and woudl recommend it to friends.,1.0,,1.0,,
734,Wonderful!       Room 1851.,1.0,,,,
735,"First Class Stayed at this hotel for five nightsand found it very good,rooms are large and well furnished with very good facilities and wonderful views.if you are visiting Universal studios it is only five minutes walk away and the metro station is at the bottom of the hill so you can visit anywhere very easily and cheaply.My tip would be to pay the extra and have an executive room as you are on a higher floor and have access to the lounge where you can get coffee and a good breakfast.overall I would rate this hotel as excellent.",1.0,1.0,,,
736,dirty room and dirty pool,-1.0,,-1.0,,
737,"Thankyou, this hotel is very amazing. I stayed at 5 days and the room is very comfortable and clean",1.0,,1.0,,
738,rooms is very large and the pool so clean. The staff and manager are very kind,1.0,,1.0,1.0,1.0
739,"Wonderful hotel I stayed in this hotel from 6 to 9 July 2006. This was the best hotel of my entire month-long stay in the United States. The staff were very professional and friendly. My room was lovely - it was spacious, had a very large bathroom with shower and tub, and a lovely view on the Hollywood Hills. The basket with fruit, biscuits and water was appreciated. I took some tours of LA with Starline Tours and was collected and dropped off at my hotel. I can recommend Starline's tours.",1.0,1.0,1.0,1.0,1.0
740,"This was the best hotel that i had visited. I love the view, the room all about this hotel",1.0,1.0,1.0,1.0,1.0
741,"Outstanding for Universal Studios We stayed here for our first night in California specifically for it's location next door to universal, and it really is NEXT DOOR. From the front door you can walk to the park entrance and Universal CityWalk in 4-5 minutes.The room was massive, clean, very comfortable and a had a great view of North LA. The front desk staff where great and very helpful. The morning buffet was excellent with an extremely varied assortment of European, Asian and American items.Parking was about $14 for the night.",1.0,1.0,1.0,1.0,1.0
742,"we would stay again, the bed is so comfortable",1.0,,,,
743,"best experience, the staff very helpful and the room so clean",1.0,,,1.0,1.0
744,"Awful hotel, dirty, just a tourist trap       Gross Blanket stains",-1.0,,-1.0,,
745,"the best location, i love this hotel ",,1.0,,,
